,Local Gov Name,Local Gov Logo,Atlas Admin Link
1563,State of Oregon Dept of Land Conservation & Development,,https://the-atlas.com/admin/affiliations/1563/edit
1841,Corcoran,,https://the-atlas.com/admin/affiliations/1841/edit
1566,State of Texas,,https://the-atlas.com/admin/affiliations/1566/edit
1640,State of Washington,,https://the-atlas.com/admin/affiliations/1640/edit
1486,State of Wyoming,,https://the-atlas.com/admin/affiliations/1486/edit
1873,Stockholm Water and Waste,,https://the-atlas.com/admin/affiliations/1873/edit
876,Stony Brook Regional Sewerage Authority,,https://the-atlas.com/admin/affiliations/876/edit
1288,"Suffolk County, NY",,https://the-atlas.com/admin/affiliations/1288/edit
1774,Summit County Government,,https://the-atlas.com/admin/affiliations/1774/edit
1475,"Summit County, UT",,https://the-atlas.com/admin/affiliations/1475/edit
1579,Tahoe Regional Planning Agency,,https://the-atlas.com/admin/affiliations/1579/edit
937,Tallahasse-Leon County Florida,,https://the-atlas.com/admin/affiliations/937/edit
1467,"Tampa, FL",,https://the-atlas.com/admin/affiliations/1467/edit
766,"Taos Pueblo, NM",,https://the-atlas.com/admin/affiliations/766/edit
1520,"Tazewell County, IL",,https://the-atlas.com/admin/affiliations/1520/edit
1289,Texas Water Development Board,,https://the-atlas.com/admin/affiliations/1289/edit
1775,Thames coromandel district council,,https://the-atlas.com/admin/affiliations/1775/edit
770,"The Metropolitan District Commission - Hartford, CT",,https://the-atlas.com/admin/affiliations/770/edit
841,"The Northwestern Water and Sewer District, OH",,https://the-atlas.com/admin/affiliations/841/edit
836,"The Regional Municipality of York, CAN",,https://the-atlas.com/admin/affiliations/836/edit
119,"The Town of Orangetown, SC",,https://the-atlas.com/admin/affiliations/119/edit
125,Thompson Household,,https://the-atlas.com/admin/affiliations/125/edit
1776,Texas,,https://the-atlas.com/admin/affiliations/1776/edit
1597,Touloume Utilities District,,https://the-atlas.com/admin/affiliations/1597/edit
648,Town of Aberdeen,,https://the-atlas.com/admin/affiliations/648/edit
1821,"Town of Acton, MA",,https://the-atlas.com/admin/affiliations/1821/edit
1291,"Town of Alta, UT",,https://the-atlas.com/admin/affiliations/1291/edit
649,"Town of Amalga, UT",,https://the-atlas.com/admin/affiliations/649/edit
650,"Town of Amherst, MA",,https://the-atlas.com/admin/affiliations/650/edit
772,"Town of Apex, NC",,https://the-atlas.com/admin/affiliations/772/edit
1292,"Town of Arlington, MA",,https://the-atlas.com/admin/affiliations/1292/edit
12,"Town of Bernalillo, NM",https://drive.google.com/file/d/1kUVPL8NxLetjLMfLglawxTMU_5Ypn_Jg/view?usp=sharing,https://the-atlas.com/admin/affiliations/12/edit
20,"Town of Berthoud, CO",https://drive.google.com/file/d/1Q0pBy8nrQvHvOcR9MfqfzwtuoXmYKiRN/view?usp=sharing,https://the-atlas.com/admin/affiliations/20/edit
651,Town of Beulaville,,https://the-atlas.com/admin/affiliations/651/edit
1777,"Town of Blacksburg, VA",,https://the-atlas.com/admin/affiliations/1777/edit
328,"Town of Bloomfield, CT",,https://the-atlas.com/admin/affiliations/328/edit
1293,"Town of Brookfield, CT",,https://the-atlas.com/admin/affiliations/1293/edit
1294,"Town of Brookline, MA",,https://the-atlas.com/admin/affiliations/1294/edit
1295,"Town of Camp Verde, AZ",,https://the-atlas.com/admin/affiliations/1295/edit
652,"Town of Cape Charles, VA",,https://the-atlas.com/admin/affiliations/652/edit
707,"Town of Carbondale, CO",,https://the-atlas.com/admin/affiliations/707/edit
842,Town of Castle Rock,,https://the-atlas.com/admin/affiliations/842/edit
1778,Stamford (CT) Downtown Special Services District,,https://the-atlas.com/admin/affiliations/1778/edit
1637,"Town of Cheyenne Wells, WY",,https://the-atlas.com/admin/affiliations/1637/edit
653,"Town of Christiansburg, VA",,https://the-atlas.com/admin/affiliations/653/edit
840,"Town of Clarkdale, AZ",,https://the-atlas.com/admin/affiliations/840/edit
654,Town of Colchester,,https://the-atlas.com/admin/affiliations/654/edit
1832,Town of Crested Butte,,https://the-atlas.com/admin/affiliations/1832/edit
1779,Town of Dillon,,https://the-atlas.com/admin/affiliations/1779/edit
1780,Town of Dryden,,https://the-atlas.com/admin/affiliations/1780/edit
1895,"Town of Durham, CT",,https://the-atlas.com/admin/affiliations/1895/edit
112,"Town of East Greenwich, RI",,https://the-atlas.com/admin/affiliations/112/edit
1296,"Town of East Hartford, CT",,https://the-atlas.com/admin/affiliations/1296/edit
817,Town of East Spencer,,https://the-atlas.com/admin/affiliations/817/edit
1781,"Town of Enfield, CT",,https://the-atlas.com/admin/affiliations/1781/edit
1297,"Town of Erie, CO",,https://the-atlas.com/admin/affiliations/1297/edit
655,"Town of Fairfield, CT",,https://the-atlas.com/admin/affiliations/655/edit
1298,"Town of Falmouth, ME",,https://the-atlas.com/admin/affiliations/1298/edit
1299,Town of Federalsburg,,https://the-atlas.com/admin/affiliations/1299/edit
1652,"Town of Florence, AZ",,https://the-atlas.com/admin/affiliations/1652/edit
656,Town of Fort Laramie,,https://the-atlas.com/admin/affiliations/656/edit
1782,"Town of Frederick, CO",,https://the-atlas.com/admin/affiliations/1782/edit
657,"Town of Frisco, CO",,https://the-atlas.com/admin/affiliations/657/edit
1783,Town of Garland,,https://the-atlas.com/admin/affiliations/1783/edit
1784,"Town of Glastonbury, CT",,https://the-atlas.com/admin/affiliations/1784/edit
1300,"Town of Glocester, RI",,https://the-atlas.com/admin/affiliations/1300/edit
1301,"Town of Greenwich, CT",,https://the-atlas.com/admin/affiliations/1301/edit
1302,"Town of Groton, CT",,https://the-atlas.com/admin/affiliations/1302/edit
1303,Town of Guilford,,https://the-atlas.com/admin/affiliations/1303/edit
1527,"Town of Halifax, MA",,https://the-atlas.com/admin/affiliations/1527/edit
1410,"Town of Hamden, CT",,https://the-atlas.com/admin/affiliations/1410/edit
282,"Town of Harrison, NJ",,https://the-atlas.com/admin/affiliations/282/edit
1304,Town of Highlands,,https://the-atlas.com/admin/affiliations/1304/edit
1785,"Town of Hillsborough, CA",,https://the-atlas.com/admin/affiliations/1785/edit
837,"Town of Ipswich, MA",,https://the-atlas.com/admin/affiliations/837/edit
1435,"Town of Johnstown, CO",,https://the-atlas.com/admin/affiliations/1435/edit
658,"Town of Ledyard, CT",,https://the-atlas.com/admin/affiliations/658/edit
1305,"Town of Lexington, MA",,https://the-atlas.com/admin/affiliations/1305/edit
1306,"Town of Lincoln, MA",,https://the-atlas.com/admin/affiliations/1306/edit
1307,Carollo Engineers,,https://the-atlas.com/admin/affiliations/1307/edit
1684,"Town of Lochbuie, CO",,https://the-atlas.com/admin/affiliations/1684/edit
659,Town of Manchester by the Sea,,https://the-atlas.com/admin/affiliations/659/edit
1503,"Town of Manchester, CT",,https://the-atlas.com/admin/affiliations/1503/edit
1308,"Town of Mancos, CO",,https://the-atlas.com/admin/affiliations/1308/edit
660,"Town of Mansfield, CT",,https://the-atlas.com/admin/affiliations/660/edit
1309,"Town of Marana, AZ",,https://the-atlas.com/admin/affiliations/1309/edit
799,"Town of Mead, CO",,https://the-atlas.com/admin/affiliations/799/edit
1786,"Town of Middletown, RI",,https://the-atlas.com/admin/affiliations/1786/edit
1310,Town of Morristown,,https://the-atlas.com/admin/affiliations/1310/edit
1787,"Town of Morrisville, NC",,https://the-atlas.com/admin/affiliations/1787/edit
661,"Town of Narragansett, RI",,https://the-atlas.com/admin/affiliations/661/edit
1311,"Town of Newington, CT",,https://the-atlas.com/admin/affiliations/1311/edit
1312,"Town of Normal, IL",,https://the-atlas.com/admin/affiliations/1312/edit
1313,Town of North Branford,,https://the-atlas.com/admin/affiliations/1313/edit
1648,"Town of North Haven, CT",,https://the-atlas.com/admin/affiliations/1648/edit
1314,"Town Of North Kingstown, RI",,https://the-atlas.com/admin/affiliations/1314/edit
1290,"Town of Oak Grove, LA",,https://the-atlas.com/admin/affiliations/1290/edit
662,"Town of Palisade, CO",,https://the-atlas.com/admin/affiliations/662/edit
663,"Town of Pantego, Texas",,https://the-atlas.com/admin/affiliations/663/edit
1488,"Town of Penfield, NY",,https://the-atlas.com/admin/affiliations/1488/edit
1480,"Town of Portsmouth, RI",,https://the-atlas.com/admin/affiliations/1480/edit
385,"Town of Prosper, TX",,https://the-atlas.com/admin/affiliations/385/edit
1315,Town of Queen Creek,,https://the-atlas.com/admin/affiliations/1315/edit
1788,"Town of Red River, NM",,https://the-atlas.com/admin/affiliations/1788/edit
664,"Town of Ridgefield, CT",,https://the-atlas.com/admin/affiliations/664/edit
1316,"Town of Ridgway, CO",,https://the-atlas.com/admin/affiliations/1316/edit
1441,Town of Rolesville,,https://the-atlas.com/admin/affiliations/1441/edit
1789,"Town of Severance, Co",,https://the-atlas.com/admin/affiliations/1789/edit
665,"Town of Shrewsbury,  MA",,https://the-atlas.com/admin/affiliations/665/edit
1409,"Town of Simsbury, CT",,https://the-atlas.com/admin/affiliations/1409/edit
1317,"Town of South Fork, CO",,https://the-atlas.com/admin/affiliations/1317/edit
666,"Town of South Kingstown, RI",,https://the-atlas.com/admin/affiliations/666/edit
823,"Town of South Windsor, CT",,https://the-atlas.com/admin/affiliations/823/edit
1318,Town of St. Michaels,,https://the-atlas.com/admin/affiliations/1318/edit
1790,Town of Stem,,https://the-atlas.com/admin/affiliations/1790/edit
1791,"Town of Stockton, UT",,https://the-atlas.com/admin/affiliations/1791/edit
667,Town of Stonington IT Department,,https://the-atlas.com/admin/affiliations/667/edit
1319,"Town of Stratford, CT",,https://the-atlas.com/admin/affiliations/1319/edit
1320,"Town of Sturbridge, MA",,https://the-atlas.com/admin/affiliations/1320/edit
1440,Town of Trumbull,,https://the-atlas.com/admin/affiliations/1440/edit
1321,"Town of Vail, CO",,https://the-atlas.com/admin/affiliations/1321/edit
1792,"Town of Vernon, CT",,https://the-atlas.com/admin/affiliations/1792/edit
1322,"Town of Wallingford, CT",,https://the-atlas.com/admin/affiliations/1322/edit
1323,"Town of Watertown, CT",,https://the-atlas.com/admin/affiliations/1323/edit
1324,"Town of Wellington, CO",,https://the-atlas.com/admin/affiliations/1324/edit
1793,"Town of West Hartford, CT",,https://the-atlas.com/admin/affiliations/1793/edit
1325,Town of West Springfield,,https://the-atlas.com/admin/affiliations/1325/edit
1794,"Town of Westwood, MA",,https://the-atlas.com/admin/affiliations/1794/edit
1326,"Town of Wilton, CT",,https://the-atlas.com/admin/affiliations/1326/edit
1327,Town of Windsor (CA),,https://the-atlas.com/admin/affiliations/1327/edit
668,Town of Winter Park,,https://the-atlas.com/admin/affiliations/668/edit
1795,Town of Yorktown,,https://the-atlas.com/admin/affiliations/1795/edit
1593,Town of Zebulon,,https://the-atlas.com/admin/affiliations/1593/edit
1796,Town Trail Creek,,https://the-atlas.com/admin/affiliations/1796/edit
1628,"Township of Bloomfield, NJ",,https://the-atlas.com/admin/affiliations/1628/edit
1328,"Township of Denville, NJ",,https://the-atlas.com/admin/affiliations/1328/edit
1329,"Township of Franklin, NJ",,https://the-atlas.com/admin/affiliations/1329/edit
821,"Township of Hillsborough, NJ",,https://the-atlas.com/admin/affiliations/821/edit
1330,"Township of Holmdel, NJ",,https://the-atlas.com/admin/affiliations/1330/edit
1331,"Township of Livingston, NJ",,https://the-atlas.com/admin/affiliations/1331/edit
1332,"Township of Middletown, NJ",,https://the-atlas.com/admin/affiliations/1332/edit
816,"Township of Montclair, NJ",,https://the-atlas.com/admin/affiliations/816/edit
1333,Township of Mount Olive New Jersey,,https://the-atlas.com/admin/affiliations/1333/edit
1899,"Township of North Brunswick, NJ",,https://the-atlas.com/admin/affiliations/1899/edit
1334,"Township of Old Bridge, NJ",,https://the-atlas.com/admin/affiliations/1334/edit
1335,"Township of Parsippany-Troy Hills, NJ",,https://the-atlas.com/admin/affiliations/1335/edit
1336,"Township of Plainsboro, NJ",,https://the-atlas.com/admin/affiliations/1336/edit
1337,"Township of Plymouth, MI",,https://the-atlas.com/admin/affiliations/1337/edit
1338,"Township of Roxbury,  NJ",,https://the-atlas.com/admin/affiliations/1338/edit
1339,"Township of South Brunswick, NJ",,https://the-atlas.com/admin/affiliations/1339/edit
1340,"Township of South Orange Village, NJ",,https://the-atlas.com/admin/affiliations/1340/edit
1341,Township of Verona,,https://the-atlas.com/admin/affiliations/1341/edit
1903,"Township of Wayne, NJ",,https://the-atlas.com/admin/affiliations/1903/edit
1343,"Township of West Milford, NJ",,https://the-atlas.com/admin/affiliations/1343/edit
1344,Kansas City Water Services,,https://the-atlas.com/admin/affiliations/1344/edit
1760,"Township of Woodbridge, NJ",,https://the-atlas.com/admin/affiliations/1760/edit
1345,Truckee Meadows Water Authority,,https://the-atlas.com/admin/affiliations/1345/edit
839,Tuckaseigee Water and Sewer Authority (TWSA),,https://the-atlas.com/admin/affiliations/839/edit
1797,Tucson Water,,https://the-atlas.com/admin/affiliations/1797/edit
669,"Tuscola County, MI",,https://the-atlas.com/admin/affiliations/669/edit
1346,Two Rivers Water Reclamation Authority,,https://the-atlas.com/admin/affiliations/1346/edit
1347,"Ulster County Government, NY",,https://the-atlas.com/admin/affiliations/1347/edit
1914,United States Government Accountability Office,,https://the-atlas.com/admin/affiliations/1914/edit
1630,US Bureau of Labor Statistics,,https://the-atlas.com/admin/affiliations/1630/edit
1646,Utah Office of Outdoor Recreation,,https://the-atlas.com/admin/affiliations/1646/edit
1437,Valley Of The Moon Water District,,https://the-atlas.com/admin/affiliations/1437/edit
1798,"Van Buren County, MI",,https://the-atlas.com/admin/affiliations/1798/edit
1350,"Van Buren Township, MI",,https://the-atlas.com/admin/affiliations/1350/edit
1351,Ventura County,,https://the-atlas.com/admin/affiliations/1351/edit
672,Ventura County Public Works,,https://the-atlas.com/admin/affiliations/672/edit
1799,"Village Of Addison, IL",,https://the-atlas.com/admin/affiliations/1799/edit
1352,"Village of Antioch, IL",,https://the-atlas.com/admin/affiliations/1352/edit
1353,"Village of Arlington Heights, IL",,https://the-atlas.com/admin/affiliations/1353/edit
1354,"Village of Barrington, IL",,https://the-atlas.com/admin/affiliations/1354/edit
1355,"Village of Bartlett, IL",,https://the-atlas.com/admin/affiliations/1355/edit
1356,"Village of Bayside, WI",,https://the-atlas.com/admin/affiliations/1356/edit
297,"Village of Bloomingdale, IL",,https://the-atlas.com/admin/affiliations/297/edit
1357,"Village of Bolingbrook, IL",,https://the-atlas.com/admin/affiliations/1357/edit
1358,"Village of Carol Stream, IL",,https://the-atlas.com/admin/affiliations/1358/edit
1359,"Village of Cloudcroft, NM",,https://the-atlas.com/admin/affiliations/1359/edit
673,"Village of Deerfield, iL",,https://the-atlas.com/admin/affiliations/673/edit
1360,"Village of Downers Grove, IL",,https://the-atlas.com/admin/affiliations/1360/edit
1361,"Village of Flossmoor, IL",,https://the-atlas.com/admin/affiliations/1361/edit
1362,"Village of Glen Ellyn, IL",,https://the-atlas.com/admin/affiliations/1362/edit
1363,"Village of Glencoe, IL",,https://the-atlas.com/admin/affiliations/1363/edit
1364,"Village of Godfrey, IL",,https://the-atlas.com/admin/affiliations/1364/edit
1479,"Village of Gurnee, IL",,https://the-atlas.com/admin/affiliations/1479/edit
1365,"Village of Hanover Park, IL",,https://the-atlas.com/admin/affiliations/1365/edit
674,"Village of Hoffman Estates, IL",,https://the-atlas.com/admin/affiliations/674/edit
1366,Village of Homer Glen,,https://the-atlas.com/admin/affiliations/1366/edit
1622,"Village of Island Lake, IL",,https://the-atlas.com/admin/affiliations/1622/edit
1367,Village of Lake Barrington,,https://the-atlas.com/admin/affiliations/1367/edit
761,"Village of Lake In The Hills, IL",,https://the-atlas.com/admin/affiliations/761/edit
1368,"Village of Lake Zurich, IL",,https://the-atlas.com/admin/affiliations/1368/edit
1369,"Village of Lombard, IL",,https://the-atlas.com/admin/affiliations/1369/edit
1370,"Village of Mayfield, NY",,https://the-atlas.com/admin/affiliations/1370/edit
344,"Village of Maywood, IL",,https://the-atlas.com/admin/affiliations/344/edit
675,"Village of Mc Farland, WI",,https://the-atlas.com/admin/affiliations/675/edit
1461,The Atlas Community Team,,https://the-atlas.com/admin/affiliations/1461/edit
1806,"Village of Milford, MI",,https://the-atlas.com/admin/affiliations/1806/edit
58,"Village of Minooka, IL",https://drive.google.com/file/d/16QvTNO0upWQN49HcoEDnxorHXDdk93pA/view?usp=sharing,https://the-atlas.com/admin/affiliations/58/edit
1371,"Village of Morton Grove, IL",,https://the-atlas.com/admin/affiliations/1371/edit
1372,"Village of Mount Prospect, IL",,https://the-atlas.com/admin/affiliations/1372/edit
1373,"Village of Mundelein, IL",,https://the-atlas.com/admin/affiliations/1373/edit
1374,"Village of Niles, IL",,https://the-atlas.com/admin/affiliations/1374/edit
1375,"Village of North Aurora, IL",,https://the-atlas.com/admin/affiliations/1375/edit
1376,Manhattan Community Board 5,,https://the-atlas.com/admin/affiliations/1376/edit
1831,"Village of Northbrook, IL",,https://the-atlas.com/admin/affiliations/1831/edit
1377,"Village of Oak Brook, IL",,https://the-atlas.com/admin/affiliations/1377/edit
1378,"Village of Oak Park, IL",,https://the-atlas.com/admin/affiliations/1378/edit
1379,"Village of Orland Park, IL",,https://the-atlas.com/admin/affiliations/1379/edit
1380,"Village of Oswego, IL",,https://the-atlas.com/admin/affiliations/1380/edit
1381,"Village of Palatine, IL",,https://the-atlas.com/admin/affiliations/1381/edit
1382,The Atlas City Advisory Team,,https://the-atlas.com/admin/affiliations/1382/edit
1846,Village of Palm Springs,,https://the-atlas.com/admin/affiliations/1846/edit
1581,Sabine River Authority of Texas- Environmental Services Division,,https://the-atlas.com/admin/affiliations/1581/edit
1848,SAN LUIS OBISPO,,https://the-atlas.com/admin/affiliations/1848/edit
1849,"Village of Pinehurst, NC",,https://the-atlas.com/admin/affiliations/1849/edit
1383,"Village of Plainfield, IL",,https://the-atlas.com/admin/affiliations/1383/edit
1384,"Village of Questa, NM",,https://the-atlas.com/admin/affiliations/1384/edit
676,"Village of Romeoville, IL",,https://the-atlas.com/admin/affiliations/676/edit
1385,"Village of Rosemont, IL",,https://the-atlas.com/admin/affiliations/1385/edit
1386,U.S. EPA,,https://the-atlas.com/admin/affiliations/1386/edit
1859,"Village of Schaumburg, IL",,https://the-atlas.com/admin/affiliations/1859/edit
1387,Minnesota IT Services,,https://the-atlas.com/admin/affiliations/1387/edit
1864,"Village of Skokie, IL",,https://the-atlas.com/admin/affiliations/1864/edit
1388,"Village of Streamwood, IL",,https://the-atlas.com/admin/affiliations/1388/edit
1389,"Village of Taos Ski Valley, NM",,https://the-atlas.com/admin/affiliations/1389/edit
677,"Village of Tijeras, NM",,https://the-atlas.com/admin/affiliations/677/edit
678,Village of Tinley Park,,https://the-atlas.com/admin/affiliations/678/edit
1662,"Village of Villa Park,  IL",,https://the-atlas.com/admin/affiliations/1662/edit
,,,
1391,"Village of Western Springs, IL",,https://the-atlas.com/admin/affiliations/1391/edit
1392,"Village of Wheeling, IL",,https://the-atlas.com/admin/affiliations/1392/edit
1393,"Village of Wilmette, IL",,https://the-atlas.com/admin/affiliations/1393/edit
1394,HOUMA,,https://the-atlas.com/admin/affiliations/1394/edit
1900,"Village of Winneconne, WI",,https://the-atlas.com/admin/affiliations/1900/edit
69,Walker County,https://drive.google.com/file/d/1zikhzEdUtyJmRu85l0xgIABzkRkifvtW/view?usp=sharing,https://the-atlas.com/admin/affiliations/69/edit
1609,"Washington City, UT",,https://the-atlas.com/admin/affiliations/1609/edit
1396,Hillsborough,,https://the-atlas.com/admin/affiliations/1396/edit
1904,Washington Metrorail Safety Commission,,https://the-atlas.com/admin/affiliations/1904/edit
864,California Governor/'s Office of Business and Economic Development,,https://the-atlas.com/admin/affiliations/864/edit
1910,Washington state,,https://the-atlas.com/admin/affiliations/1910/edit
1533,Washington State DOT,,https://the-atlas.com/admin/affiliations/1533/edit
939,"Washington Township Morris, NJ",,https://the-atlas.com/admin/affiliations/939/edit
1397,"Washoe County, NV",,https://the-atlas.com/admin/affiliations/1397/edit
1540,Washtenaw County Water Resources Commissioner's Office,,https://the-atlas.com/admin/affiliations/1540/edit
1670,"Washtenaw County, MI",,https://the-atlas.com/admin/affiliations/1670/edit
57,Water Environment Federation (WEF),,https://the-atlas.com/admin/affiliations/57/edit
1800,Waterfront Toronto,,https://the-atlas.com/admin/affiliations/1800/edit
938,"Waukegan Park District, IL",,https://the-atlas.com/admin/affiliations/938/edit
1398,"Wayne County, NC",,https://the-atlas.com/admin/affiliations/1398/edit
948,West Basin Municipal Water District,,https://the-atlas.com/admin/affiliations/948/edit
681,West Kern Water District,,https://the-atlas.com/admin/affiliations/681/edit
682,"West Windsor Township, NJ",,https://the-atlas.com/admin/affiliations/682/edit
1399,Western Municipal Water District,,https://the-atlas.com/admin/affiliations/1399/edit
1801,Westmoreland County,,https://the-atlas.com/admin/affiliations/1801/edit
1649,Wilmette Park District,,https://the-atlas.com/admin/affiliations/1649/edit
1400,Wisconsin Department of Transportation,,https://the-atlas.com/admin/affiliations/1400/edit
1916,"Wise County, Virginia",,https://the-atlas.com/admin/affiliations/1916/edit
1517,"Woodbridge Township School District, NJ",,https://the-atlas.com/admin/affiliations/1517/edit
1401,Woodridge Park District,,https://the-atlas.com/admin/affiliations/1401/edit
1402,Workplace Safety and Insurance Board,,https://the-atlas.com/admin/affiliations/1402/edit
1675,"WSSC Water, MD",,https://the-atlas.com/admin/affiliations/1675/edit
744,Yorba Linda Water District,,https://the-atlas.com/admin/affiliations/744/edit
683,"York County, SC",,https://the-atlas.com/admin/affiliations/683/edit
1403,Yuba County Water Agency,,https://the-atlas.com/admin/affiliations/1403/edit
684,"City of Chaska, MN",,https://the-atlas.com/admin/affiliations/684/edit
,"City of Mendota Heights, MN",,
,City of Washington DC Police Department,,
,"City of Richmond, CA Police Department ",,
,"Clackamas County, OR Police Department",,
,"San Antonio, TX Police Department",,
,City of Pismo Beach,,
,"City of Milwaukee, MN",,
,New York City School Construction Authority IT Department,,
,Utah Department of Technology Services,,
,United Kingdom's Driver and Vehicle Licensing Agency (DVLA),,
,Seattle IT Department,,
,St. George Energy Services,,
,Independence Power and Light Department,,
,City of Louisville,,
,,,
,City of Mount Vernon,,
,"Rockford, IL IT Department",,
,"City of Hagerstown, MD",,
,,,
,,,
,Town of Glendale Heights ,,
,Town of West Dundee,,
,,,
,City of Kansas City,,
,City of Marietta,,
,City of Washington DC,,
,,,
1553,"Harris County, TX",,
,,,
,Georgia Department of Education,,
